#,Company,Symbol,Weight,Price,Change,,,,,,,,,,,,,,,,,#
248,State Street Corporation,STT,0.089931,60.37,0.00 (0.00%),,,,,,,,,,,,,,,,,
249,Agilent Technologies Inc.,A,0.088476,68.93,-0.57 (-0.82%),,,,,,,,,,,,,,,,,
250,Cintas Corporation,CTAS,0.088413,261.69,0.00 (0.00%),,,,,,,,,,,,,,,,,
251,FirstEnergy Corp.,FE,0.08815,44.06,0.00 (0.00%),,,,,,,,,,,,,,,,,
252,Total System Services Inc.,TSS,0.088124,136.61,0.00 (0.00%),,,,,,,,,,,,,,,,,
253,PPL Corporation,PPL,0.087321,30.33,0.01 (0.03%),,,,,,,,,,,,,,,,,
254,Northern Trust Corporation,NTRS,0.087281,99.64,0.00 (0.00%),,,,,,,,,,,,,,,,,
255,Realty Income Corporation,O,0.086933,69.81,0.27 (0.39%),,,,,,,,,,,,,,,,,
256,Fifth Third Bancorp,FITB,0.086168,30.04,0.00 (0.00%),,,,,,,,,,,,,,,,,
257,Centene Corporation,CNC,0.085908,53.42,0.00 (0.00%),,,,,,,,,,,,,,,,,
258,Cadence Design Systems Inc.,CDNS,0.085672,75.94,0.03 (0.04%),,,,,,,,,,,,,,,,,
259,Aptiv PLC,APTV,0.085634,82.4,0.00 (0.00%),,,,,,,,,,,,,,,,,
260,United Airlines Holdings Inc.,UAL,0.08477,93.36,0.00 (0.00%),,,,,,,,,,,,,,,,,
261,Corteva Inc,CTVA,0.083981,28.48,0.00 (0.00%),,,,,,,,,,,,,,,,,
262,Clorox Company,CLX,0.083673,166.33,0.00 (0.00%),,,,,,,,,,,,,,,,,
263,Hartford Financial Services Group Inc.,HIG,0.082636,58.14,0.00 (0.00%),,,,,,,,,,,,,,,,,
264,Hershey Company,HSY,0.082531,152.98,0.00 (0.00%),,,,,,,,,,,,,,,,,
265,American Water Works Company Inc.,AWK,0.082183,115,-0.09 (-0.08%),,,,,,,,,,,,,,,,,
266,Synopsys Inc.,SNPS,0.082074,137.09,0.00 (0.00%),,,,,,,,,,,,,,,,,
267,AMETEK Inc.,AME,0.081013,89.28,0.00 (0.00%),,,,,,,,,,,,,,,,,
268,Halliburton Company,HAL,0.080602,23.04,0.01 (0.04%),,,,,,,,,,,,,,,,,
269,Boston Properties Inc.,BXP,0.080491,131.3,0.00 (0.00%),,,,,,,,,,,,,,,,,
270,Ameriprise Financial Inc.,AMP,0.079378,149.93,0.00 (0.00%),,,,,,,,,,,,,,,,,
271,Ulta Beauty Inc,ULTA,0.079352,350.83,-3.05 (-0.86%),,,,,,,,,,,,,,,,,
272,Rockwell Automation Inc.,ROK,0.079335,164.62,0.00 (0.00%),,,,,,,,,,,,,,,,,
273,Concho Resources Inc.,CXO,0.078747,98.48,1.35 (1.39%),,,,,,,,,,,,,,,,,
274,Entergy Corporation,ETR,0.078687,103.69,0.00 (0.00%),,,,,,,,,,,,,,,,,
275,McCormick & Company Incorporated,MKC,0.078526,162.57,0.00 (0.00%),,,,,,,,,,,,,,,,,
276,Mettler-Toledo International Inc.,MTD,0.078445,775.11,0.00 (0.00%),,,,,,,,,,,,,,,,,
277,Kraft Heinz Company,KHC,0.078354,31.92,0.07 (0.22%),,,,,,,,,,,,,,,,,
278,Essex Property Trust Inc.,ESS,0.078337,304.07,0.00 (0.00%),,,,,,,,,,,,,,,,,
279,MSCI Inc. Class A,MSCI,0.077992,236,-1.27 (-0.54%),,,,,,,,,,,,,,,,,
280,Hewlett Packard Enterprise Co.,HPE,0.077884,14.63,0.00 (0.00%),,,,,,,,,,,,,,,,,
281,Royal Caribbean Cruises Ltd.,RCL,0.07742,113.08,-0.88 (-0.77%),,,,,,,,,,,,,,,,,
282,Chipotle Mexican Grill Inc.,CMG,0.075473,781,1.14 (0.15%),,,,,,,,,,,,,,,,,
283,Republic Services Inc.,RSG,0.074871,90.29,0.00 (0.00%),,,,,,,,,,,,,,,,,
284,Weyerhaeuser Company,WY,0.074474,26.21,0.00 (0.00%),,,,,,,,,,,,,,,,,
285,Ameren Corporation,AEE,0.074403,76.59,0.00 (0.00%),,,,,,,,,,,,,,,,,
286,Carnival Corporation,CCL,0.07428,47,-0.27 (-0.57%),,,,,,,,,,,,,,,,,
287,International Paper Company,IP,0.074078,45.3,0.00 (0.00%),,,,,,,,,,,,,,,,,
288,Church & Dwight Co. Inc.,CHD,0.073051,75.84,0.00 (0.00%),,,,,,,,,,,,,,,,,
289,KeyCorp,KEY,0.072891,18.51,0.00 (0.00%),,,,,,,,,,,,,,,,,
290,CBS Corporation Class B,CBS,0.072493,51.85,0.00 (0.00%),,,,,,,,,,,,,,,,,
291,Omnicom Group Inc,OMC,0.07201,81.69,0.00 (0.00%),,,,,,,,,,,,,,,,,
292,Fastenal Company,FAST,0.071856,31.5,-0.13 (-0.41%),,,,,,,,,,,,,,,,,
293,ANSYS Inc.,ANSS,0.071731,213.15,0.00 (0.00%),,,,,,,,,,,,,,,,,
294,Best Buy Co. Inc.,BBY,0.071622,78.32,0.57 (0.73%),,,,,,,,,,,,,,,,,
295,Amcor PLC,AMCR,0.071444,10.96,0.00 (0.00%),,,,,,,,,,,,,,,,,
296,Maxim Integrated Products Inc.,MXIM,0.071257,64.57,0.00 (0.00%),,,,,,,,,,,,,,,,,
297,Vulcan Materials Company,VMC,0.071219,136.8,0.00 (0.00%),,,,,,,,,,,,,,,,,
298,ResMed Inc.,RMD,0.070773,126.87,0.00 (0.00%),,,,,,,,,,,,,,,,,
299,Nucor Corporation,NUE,0.070133,56.34,0.18 (0.32%),,,,,,,,,,,,,,,,,
300,Citizens Financial Group Inc.,CFG,0.069537,37.68,0.00 (0.00%),,,,,,,,,,,,,,,,,
301,Laboratory Corporation of America Holdings,LH,0.06894,166.53,0.00 (0.00%),,,,,,,,,,,,,,,,,
302,Kroger Co.,KR,0.068364,21.48,0.00 (0.00%),,,,,,,,,,,,,,,,,
303,Keysight Technologies Inc,KEYS,0.068052,90.8,0.00 (0.00%),,,,,,,,,,,,,,,,,
304,Arthur J. Gallagher & Co.,AJG,0.067437,92.33,0.00 (0.00%),,,,,,,,,,,,,,,,,
305,Western Digital Corporation,WDC,0.066908,56.4,-0.10 (-0.18%),,,,,,,,,,,,,,,,,
306,Cooper Companies Inc.,COO,0.066433,337.98,0.00 (0.00%),,,,,,,,,,,,,,,,,
307,Freeport-McMoRan Inc.,FCX,0.066403,11.54,-0.02 (-0.17%),,,,,,,,,,,,,,,,,
308,Equifax Inc.,EFX,0.066315,142.34,0.00 (0.00%),,,,,,,,,,,,,,,,,
309,CMS Energy Corporation,CMS,0.06593,58.69,0.00 (0.00%),,,,,,,,,,,,,,,,,
310,First Republic Bank,FRC,0.065678,100.12,0.00 (0.00%),,,,,,,,,,,,,,,,,
311,CBRE Group Inc. Class A,CBRE,0.0655,52.88,0.00 (0.00%),,,,,,,,,,,,,,,,,
312,Cincinnati Financial Corporation,CINF,0.065191,107.83,0.00 (0.00%),,,,,,,,,,,,,,,,,
313,Expedia Group Inc.,EXPE,0.064693,138.8,-0.62 (-0.44%),,,,,,,,,,,,,,,,,
314,Regions Financial Corporation,RF,0.064432,16.04,0.00 (0.00%),,,,,,,,,,,,,,,,,
315,Alexandria Real Estate Equities Inc.,ARE,0.064353,143.46,0.00 (0.00%),,,,,,,,,,,,,,,,,
316,Teleflex Incorporated,TFX,0.064059,347.16,0.00 (0.00%),,,,,,,,,,,,,,,,,
317,Copart Inc.,CPRT,0.06305,79.43,0.00 (0.00%),,,,,,,,,,,,,,,,,
318,Principal Financial Group Inc.,PFG,0.062798,60.68,0.00 (0.00%),,,,,,,,,,,,,,,,,
319,Diamondback Energy Inc.,FANG,0.062582,101.97,-0.02 (-0.02%),,,,,,,,,,,,,,,,,
320,Waters Corporation,WAT,0.062187,217.63,0.00 (0.00%),,,,,,,,,,,,,,,,,
321,Broadridge Financial Solutions Inc.,BR,0.061844,134.4,0.00 (0.00%),,,,,,,,,,,,,,,,,
322,Hess Corporation,HES,0.060733,59.83,0.00 (0.00%),,,,,,,,,,,,,,,,,
323,Huntington Bancshares Incorporated,HBAN,0.060722,14.61,0.00 (0.00%),,,,,,,,,,,,,,,,,
324,DXC Technology Co.,DXC,0.060427,57.88,1.24 (2.19%),,,,,,,,,,,,,,,,,
325,Darden Restaurants Inc.,DRI,0.060427,125.96,0.00 (0.00%),,,,,,,,,,,,,,,,,
326,Skyworks Solutions Inc.,SWKS,0.060358,86,0.02 (0.02%),,,,,,,,,,,,,,,,,
327,HCP Inc.,HCP,0.060155,32.13,0.05 (0.16%),,,,,,,,,,,,,,,,,
328,Loews Corporation,L,0.060089,54.84,0.00 (0.00%),,,,,,,,,,,,,,,,,
329,D.R. Horton Inc.,DHI,0.059947,44.5,0.00 (0.00%),,,,,,,,,,,,,,,,,
330,Gartner Inc.,IT,0.059919,171.04,0.00 (0.00%),,,,,,,,,,,,,,,,,
331,CarMax Inc.,KMX,0.059519,91.17,0.00 (0.00%),,,,,,,,,,,,,,,,,
332,MGM Resorts International,MGM,0.059284,30.47,0.00 (0.00%),,,,,,,,,,,,,,,,,
333,Evergy Inc.,EVRG,0.059277,60.72,0.00 (0.00%),,,,,,,,,,,,,,,,,
334,Xylem Inc.,XYL,0.058571,81.48,0.00 (0.00%),,,,,,,,,,,,,,,,,
335,Kellogg Company,K,0.058253,58.73,0.00 (0.00%),,,,,,,,,,,,,,,,,
336,International Flavors & Fragrances Inc.,IFF,0.058083,146.32,0.00 (0.00%),,,,,,,,,,,,,,,,,
337,Align Technology Inc.,ALGN,0.057928,198.8,-0.04 (-0.02%),,,,,,,,,,,,,,,,,
338,NetApp Inc.,NTAP,0.057841,59.11,0.00 (0.00%),,,,,,,,,,,,,,,,,
339,WellCare Health Plans Inc.,WCG,0.057695,290.6,0.00 (0.00%),,,,,,,,,,,,,,,,,
340,Dover Corporation,DOV,0.057537,98.21,0.00 (0.00%),,,,,,,,,,,,,,,,,
341,Celanese Corporation,CE,0.057283,111.16,0.00 (0.00%),,,,,,,,,,,,,,,,,
342,CenterPoint Energy Inc.,CNP,0.057066,28.8,0.00 (0.00%),,,,,,,,,,,,,,,,,
343,Symantec Corporation,SYMC,0.056859,22.74,0.01 (0.04%),,,,,,,,,,,,,,,,,
344,Genuine Parts Company,GPC,0.05682,97.91,0.00 (0.00%),,,,,,,,,,,,,,,,,
345,Hasbro Inc.,HAS,0.056307,123.77,0.10 (0.08%),,,,,,,,,,,,,,,,,
346,Extra Space Storage Inc.,EXR,0.055894,110.26,0.00 (0.00%),,,,,,,,,,,,,,,,,
347,Incyte Corporation,INCY,0.055843,80.15,0.00 (0.00%),,,,,,,,,,,,,,,,,
348,Arista Networks Inc.,ANET,0.055762,272.54,-0.44 (-0.16%),,,,,,,,,,,,,,,,,
349,Lennar Corporation Class A,LEN,0.054952,47.63,0.00 (0.00%),,,,,,,,,,,,,,,,,
350,Conagra Brands Inc.,CAG,0.054903,29.2,0.25 (0.86%),,,,,,,,,,,,,,,,,
351,Martin Marietta Materials Inc.,MLM,0.05458,223.82,0.00 (0.00%),,,,,,,,,,,,,,,,,
352,Quest Diagnostics Incorporated,DGX,0.054467,101,-0.28 (-0.28%),,,,,,,,,,,,,,,,,
353,AmerisourceBergen Corporation,ABC,0.054203,86.12,0.00 (0.00%),,,,,,,,,,,,,,,,,
354,Mid-America Apartment Communities Inc.,MAA,0.053951,118.74,0.00 (0.00%),,,,,,,,,,,,,,,,,
355,Lincoln National Corporation,LNC,0.053923,66.64,0.00 (0.00%),,,,,,,,,,,,,,,,,
356,W.W. Grainger Inc.,GWW,0.053759,299.74,-0.06 (-0.02%),,,,,,,,,,,,,,,,,
357,Take-Two Interactive Software Inc.,TTWO,0.053469,121.16,-0.62 (-0.51%),,,,,,,,,,,,,,,,,
358,Akamai Technologies Inc.,AKAM,0.053452,83.92,0.00 (0.00%),,,,,,,,,,,,,,,,,
359,Tractor Supply Company,TSCO,0.053336,109.95,0.00 (0.00%),,,,,,,,,,,,,,,,,
360,Wynn Resorts Limited,WYNN,0.053241,139.43,0.00 (0.00%),,,,,,,,,,,,,,,,,
361,Cardinal Health Inc.,CAH,0.053115,45.12,0.00 (0.00%),,,,,,,,,,,,,,,,,
362,Hologic Inc.,HOLX,0.052933,49.49,0.00 (0.00%),,,,,,,,,,,,,,,,,
363,Host Hotels & Resorts Inc.,HST,0.052399,17.61,0.00 (0.00%),,,,,,,,,,,,,,,,,
364,DENTSPLY SIRONA Inc.,XRAY,0.052382,56.02,0.00 (0.00%),,,,,,,,,,,,,,,,,
365,Fox Corporation Class A,FOXA,0.052309,37.18,-0.03 (-0.08%),,,,,,,,,,,,,,,,,
366,MarketAxess Holdings Inc.,MKTX,0.051988,345.93,-2.01 (-0.58%),,,,,,,,,,,,,,,,,
367,UDR Inc.,UDR,0.051862,46.09,0.00 (0.00%),,,,,,,,,,,,,,,,,
368,Expeditors International of Washington Inc.,EXPD,0.051805,76.19,0.00 (0.00%),,,,,,,,,,,,,,,,,
369,J.M. Smucker Company,SJM,0.051355,114.26,0.00 (0.00%),,,,,,,,,,,,,,,,,
370,Masco Corporation,MAS,0.051324,41.5,0.00 (0.00%),,,,,,,,,,,,,,,,,
371,American Airlines Group Inc.,AAL,0.0511,31.25,0.01 (0.03%),,,,,,,,,,,,,,,,,
372,Baker Hughes a GE Company Class A,BHGE,0.050415,24.84,0.00 (0.00%),,,,,,,,,,,,,,,,,
373,Atmos Energy Corporation,ATO,0.049954,108.13,0.00 (0.00%),,,,,,,,,,,,,,,,,
374,Kansas City Southern,KSU,0.049588,124.46,0.00 (0.00%),,,,,,,,,,,,,,,,,
375,Seagate Technology PLC,STX,0.049489,47.44,-0.37 (-0.77%),,,,,,,,,,,,,,,,,
376,Fortinet Inc.,FTNT,0.049425,85.36,0.00 (0.00%),,,,,,,,,,,,,,,,,
377,ABIOMED Inc.,ABMD,0.049012,274.26,1.60 (0.59%),,,,,,,,,,,,,,,,,
378,Cboe Global Markets Inc,CBOE,0.048849,111.15,0.00 (0.00%),,,,,,,,,,,,,,,,,
379,E*TRADE Financial Corporation,ETFC,0.048229,49.5,0.00 (0.00%),,,,,,,,,,,,,,,,,
380,Citrix Systems Inc.,CTXS,0.048016,95.59,0.00 (0.00%),,,,,,,,,,,,,,,,,
381,TechnipFMC Plc,FTI,0.047669,28.51,0.00 (0.00%),,,,,,,,,,,,,,,,,
382,Duke Realty Corporation,DRE,0.04766,33.46,0.00 (0.00%),,,,,,,,,,,,,,,,,
383,Textron Inc.,TXT,0.047523,50.04,0.00 (0.00%),,,,,,,,,,,,,,,,,
384,Alliant Energy Corp,LNT,0.046568,49.79,0.00 (0.00%),,,,,,,,,,,,,,,,,
385,Westinghouse Air Brake Technologies Corporation,WAB,0.046513,71.84,0.00 (0.00%),,,,,,,,,,,,,,,,,
386,SVB Financial Group,SIVB,0.046473,233.79,0.00 (0.00%),,,,,,,,,,,,,,,,,
387,Universal Health Services Inc. Class B,UHS,0.046437,150,-1.89 (-1.24%),,,,,,,,,,,,,,,,,
388,Marathon Oil Corporation,MRO,0.046078,13.85,0.10 (0.73%),,,,,,,,,,,,,,,,,
389,C.H. Robinson Worldwide Inc.,CHRW,0.04602,85.12,0.00 (0.00%),,,,,,,,,,,,,,,,,
390,Comerica Incorporated,CMA,0.045996,73.07,0.00 (0.00%),,,,,,,,,,,,,,,,,
391,FMC Corporation,FMC,0.045809,85.57,0.00 (0.00%),,,,,,,,,,,,,,,,,
392,Nasdaq Inc.,NDAQ,0.045397,98.06,0.00 (0.00%),,,,,,,,,,,,,,,,,
393,Eastman Chemical Company,EMN,0.044815,77.65,0.00 (0.00%),,,,,,,,,,,,,,,,,
394,AES Corporation,AES,0.044726,16.94,0.00 (0.00%),,,,,,,,,,,,,,,,,
395,CF Industries Holdings Inc.,CF,0.044292,48.15,0.00 (0.00%),,,,,,,,,,,,,,,,,
396,Regency Centers Corporation,REG,0.044217,66.2,0.00 (0.00%),,,,,,,,,,,,,,,,,
397,Varian Medical Systems Inc.,VAR,0.044121,120.76,0.00 (0.00%),,,,,,,,,,,,,,,,,
398,CenturyLink Inc.,CTL,0.044081,11.75,0.00 (0.00%),,,,,,,,,,,,,,,,,
399,Vornado Realty Trust,VNO,0.044026,63.92,0.00 (0.00%),,,,,,,,,,,,,,,,,
400,Hormel Foods Corporation,HRL,0.043758,41.38,0.00 (0.00%),,,,,,,,,,,,,,,,,
401,NiSource Inc,NI,0.043666,29.5,0.00 (0.00%),,,,,,,,,,,,,,,,,
402,Advance Auto Parts Inc.,AAP,0.04361,152.58,-0.04 (-0.03%),,,,,,,,,,,,,,,,,
403,Raymond James Financial Inc.,RJF,0.043022,84.83,0.00 (0.00%),,,,,,,,,,,,,,,,,
404,Viacom Inc. Class B,VIAB,0.042682,30.78,-0.19 (-0.61%),,,,,,,,,,,,,,,,,
405,Devon Energy Corporation,DVN,0.04256,25.54,0.00 (0.00%),,,,,,,,,,,,,,,,,
406,Norwegian Cruise Line Holdings Ltd.,NCLH,0.042228,49,-0.04 (-0.08%),,,,,,,,,,,,,,,,,
407,Jack Henry & Associates Inc.,JKHY,0.042184,140.26,0.00 (0.00%),,,,,,,,,,,,,,,,,
408,PerkinElmer Inc.,PKI,0.04187,95.03,0.00 (0.00%),,,,,,,,,,,,,,,,,
409,Molson Coors Brewing Company Class B,TAP,0.041835,56.59,0.00 (0.00%),,,,,,,,,,,,,,,,,
410,Franklin Resources Inc.,BEN,0.041783,34.96,0.00 (0.00%),,,,,,,,,,,,,,,,,
411,United Rentals Inc.,URI,0.041665,128,0.39 (0.31%),,,,,,,,,,,,,,,,,
412,Discovery Inc. Class C,DISCK,0.041519,29.26,0.00 (0.00%),,,,,,,,,,,,,,,,,
413,Everest Re Group Ltd.,RE,0.041178,259.52,0.00 (0.00%),,,,,,,,,,,,,,,,,
414,Arconic Inc.,ARNC,0.040995,25.74,0.00 (0.00%),,,,,,,,,,,,,,,,,
415,Pinnacle West Capital Corporation,PNW,0.040981,92.02,0.00 (0.00%),,,,,,,,,,,,,,,,,
416,Henry Schein Inc.,HSIC,0.040561,67.8,0.00 (0.00%),,,,,,,,,,,,,,,,,
417,Noble Energy Inc.,NBL,0.040507,20.75,0.00 (0.00%),,,,,,,,,,,,,,,,,
418,Tiffany & Co.,TIF,0.040261,93.27,0.00 (0.00%),,,,,,,,,,,,,,,,,
419,Huntington Ingalls Industries Inc.,HII,0.039779,233.97,0.00 (0.00%),,,,,,,,,,,,,,,,,
420,Avery Dennison Corporation,AVY,0.039667,117.19,0.00 (0.00%),,,,,,,,,,,,,,,,,
421,Jacobs Engineering Group Inc.,JEC,0.039538,84.96,0.00 (0.00%),,,,,,,,,,,,,,,,,
422,Allegion PLC,ALLE,0.039285,105.37,0.11 (0.10%),,,,,,,,,,,,,,,,,
423,Mohawk Industries Inc.,MHK,0.038909,129,0.16 (0.12%),,,,,,,,,,,,,,,,,
424,Federal Realty Investment Trust,FRT,0.038603,130.78,0.00 (0.00%),,,,,,,,,,,,,,,,,
425,Lamb Weston Holdings Inc.,LW,0.037913,64.68,0.00 (0.00%),,,,,,,,,,,,,,,,,
426,Cabot Oil & Gas Corporation,COG,0.037907,19.21,0.05 (0.26%),,,,,,,,,,,,,,,,,
427,Packaging Corporation of America,PKG,0.037734,102.01,0.00 (0.00%),,,,,,,,,,,,,,,,,
428,Torchmark Corporation,TMK,0.037688,92.93,0.00 (0.00%),,,,,,,,,,,,,,,,,
429,Mylan N.V.,MYL,0.037484,18.46,0.00 (0.00%),,,,,,,,,,,,,,,,,
430,Garmin Ltd.,GRMN,0.037441,78.29,0.00 (0.00%),,,,,,,,,,,,,,,,,
431,NRG Energy Inc.,NRG,0.037344,34.46,0.00 (0.00%),,,,,,,,,,,,,,,,,
432,WestRock Company,WRK,0.037343,36.64,0.00 (0.00%),,,,,,,,,,,,,,,,,
433,Whirlpool Corporation,WHR,0.03695,148.8,-0.14 (-0.09%),,,,,,,,,,,,,,,,,
434,Western Union Company,WU,0.036709,21.11,0.04 (0.19%),,,,,,,,,,,,,,,,,
435,Qorvo Inc.,QRVO,0.036695,74.92,0.00 (0.00%),,,,,,,,,,,,,,,,,
436,Apache Corporation,APA,0.03626,23.93,0.00 (0.00%),,,,,,,,,,,,,,,,,
437,Juniper Networks Inc.,JNPR,0.036255,26.68,0.00 (0.00%),,,,,,,,,,,,,,,,,
438,DISH Network Corporation Class A,DISH,0.036227,39.54,0.03 (0.08%),,,,,,,,,,,,,,,,,
439,Brown-Forman Corporation Class B,BF.B,0.036164,55.23,0.00 (0.00%),,,,,,,,,,,,,,,,,
440,Tapestry Inc.,TPR,0.035693,30.62,0.00 (0.00%),,,,,,,,,,,,,,,,,
441,F5 Networks Inc.,FFIV,0.035412,153.2,-0.61 (-0.40%),,,,,,,,,,,,,,,,,
442,Interpublic Group of Companies Inc.,IPG,0.034796,23.07,0.00 (0.00%),,,,,,,,,,,,,,,,,
443,J.B. Hunt Transport Services Inc.,JBHT,0.03473,102.94,0.00 (0.00%),,,,,,,,,,,,,,,,,
444,LKQ Corporation,LKQ,0.034603,27.72,-0.01 (-0.04%),,,,,,,,,,,,,,,,,
445,Snap-on Incorporated,SNA,0.034331,155.33,0.00 (0.00%),,,,,,,,,,,,,,,,,
446,Iron Mountain Inc.,IRM,0.033923,29.97,0.06 (0.20%),,,,,,,,,,,,,,,,,
447,Mosaic Company,MOS,0.0339,24.31,0.00 (0.00%),,,,,,,,,,,,,,,,,
448,Zions Bancorporation N.A.,ZION,0.033888,45.16,0.00 (0.00%),,,,,,,,,,,,,,,,,
449,Kohl's Corporation,KSS,0.033733,52.35,0.05 (0.10%),,,,,,,,,,,,,,,,,
450,BorgWarner Inc.,BWA,0.033432,39.16,0.00 (0.00%),,,,,,,,,,,,,,,,,
451,Nielsen Holdings Plc,NLSN,0.033274,23.55,0.00 (0.00%),,,,,,,,,,,,,,,,,
452,National Oilwell Varco Inc.,NOV,0.032852,21.72,0.00 (0.00%),,,,,,,,,,,,,,,,,
453,PulteGroup Inc.,PHM,0.032814,31.86,0.00 (0.00%),,,,,,,,,,,,,,,,,
454,Albemarle Corporation,ALB,0.031914,75,0.42 (0.56%),,,,,,,,,,,,,,,,,
455,HollyFrontier Corporation,HFC,0.031522,49.6,0.00 (0.00%),,,,,,,,,,,,,,,,,
456,Invesco Ltd.,IVZ,0.031464,19.61,0.00 (0.00%),,,,,,,,,,,,,,,,,
457,Fortune Brands Home & Security Inc.,FBHS,0.031259,55.53,0.00 (0.00%),,,,,,,,,,,,,,,,,
458,Kimco Realty Corporation,KIM,0.031074,18.74,0.00 (0.00%),,,,,,,,,,,,,,,,,
459,Alaska Air Group Inc.,ALK,0.030876,64.91,-0.01 (-0.02%),,,,,,,,,,,,,,,,,
460,Apartment Investment and Management Company Class A,AIV,0.030635,49.84,0.00 (0.00%),,,,,,,,,,,,,,,,,
461,Campbell Soup Company,CPB,0.030296,40.96,0.00 (0.00%),,,,,,,,,,,,,,,,,
462,DaVita Inc.,DVA,0.029463,59.4,0.00 (0.00%),,,,,,,,,,,,,,,,,
463,Robert Half International Inc.,RHI,0.02928,61.11,0.00 (0.00%),,,,,,,,,,,,,,,,,
464,Alliance Data Systems Corporation,ADS,0.029272,158.87,0.00 (0.00%),,,,,,,,,,,,,,,,,
465,Unum Group,UNM,0.028219,32.98,0.00 (0.00%),,,,,,,,,,,,,,,,,
466,Assurant Inc.,AIZ,0.027938,114.42,0.00 (0.00%),,,,,,,,,,,,,,,,,
467,SL Green Realty Corp.,SLG,0.027729,81.19,0.00 (0.00%),,,,,,,,,,,,,,,,,
468,Xerox Corporation,XRX,0.027508,34.43,0.00 (0.00%),,,,,,,,,,,,,,,,,
469,Sealed Air Corporation,SEE,0.027467,44.05,0.00 (0.00%),,,,,,,,,,,,,,,,,
470,Macy's Inc,M,0.02735,22.94,0.07 (0.31%),,,,,,,,,,,,,,,,,
471,PVH Corp.,PVH,0.027029,89.31,0.00 (0.00%),,,,,,,,,,,,,,,,,
472,FLIR Systems Inc.,FLIR,0.027,51.72,0.30 (0.58%),,,,,,,,,,,,,,,,,
473,Flowserve Corporation,FLS,0.026672,51.9,0.00 (0.00%),,,,,,,,,,,,,,,,,
474,Perrigo Co. Plc,PRGO,0.026358,53.54,0.00 (0.00%),,,,,,,,,,,,,,,,,
475,People's United Financial Inc.,PBCT,0.026151,16.78,0.01 (0.06%),,,,,,,,,,,,,,,,,
476,A. O. Smith Corporation,AOS,0.025608,44.65,-0.23 (-0.51%),,,,,,,,,,,,,,,,,
477,Pentair plc,PNR,0.025275,39.21,0.00 (0.00%),,,,,,,,,,,,,,,,,
478,Ralph Lauren Corporation Class A,RL,0.024475,110.08,0.00 (0.00%),,,,,,,,,,,,,,,,,
479,Fox Corporation Class B,FOX,0.023991,35.62,-1.87 (-4.99%),,,,,,,,,,,,,,,,,
480,L Brands Inc.,LB,0.023583,26.42,0.02 (0.08%),,,,,,,,,,,,,,,,,
481,Hanesbrands Inc.,HBI,0.023431,16.15,-0.01 (-0.06%),,,,,,,,,,,,,,,,,
482,Harley-Davidson Inc.,HOG,0.023328,35.9,0.00 (0.00%),,,,,,,,,,,,,,,,,
483,Jefferies Financial Group Inc.,JEF,0.022479,21.6,0.00 (0.00%),,,,,,,,,,,,,,,,,
484,Capri Holdings Limited,CPRI,0.022264,36.08,0.00 (0.00%),,,,,,,,,,,,,,,,,
485,H&R Block Inc.,HRB,0.022035,27.45,0.00 (0.00%),,,,,,,,,,,,,,,,,
486,Newell Brands Inc,NWL,0.021904,14.2,0.00 (0.00%),,,,,,,,,,,,,,,,,
487,Quanta Services Inc.,PWR,0.021822,37.8,0.00 (0.00%),,,,,,,,,,,,,,,,,
488,Helmerich & Payne Inc.,HP,0.020916,48.06,0.00 (0.00%),,,,,,,,,,,,,,,,,
489,Leggett & Platt Incorporated,LEG,0.020474,39.31,0.00 (0.00%),,,,,,,,,,,,,,,,,
490,Nektar Therapeutics,NKTR,0.020409,31.2,0.08 (0.26%),,,,,,,,,,,,,,,,,
491,News Corporation Class A,NWSA,0.020092,13.43,0.00 (0.00%),,,,,,,,,,,,,,,,,
492,IPG Photonics Corporation,IPGP,0.020027,141.19,0.00 (0.00%),,,,,,,,,,,,,,,,,
493,Under Armour Inc. Class A,UAA,0.019936,27.2,-0.04 (-0.15%),,,,,,,,,,,,,,,,,
494,Rollins Inc.,ROL,0.019811,34.26,0.00 (0.00%),,,,,,,,,,,,,,,,,
495,Foot Locker Inc.,FL,0.019669,43.2,-0.04 (-0.09%),,,,,,,,,,,,,,,,,
496,Cimarex Energy Co.,XEC,0.01959,48.23,0.00 (0.00%),,,,,,,,,,,,,,,,,
497,Discovery Inc. Class A,DISCA,0.019251,31.47,0.00 (0.00%),,,,,,,,,,,,,,,,,
498,Affiliated Managers Group Inc.,AMG,0.018818,90.05,0.00 (0.00%),,,,,,,,,,,,,,,,,
499,TripAdvisor Inc.,TRIP,0.018548,46.6,0.00 (0.00%),,,,,,,,,,,,,,,,,
500,Under Armour Inc. Class C,UA,0.017823,24.17,0.00 (0.00%),,,,,,,,,,,,,,,,,
501,Gap Inc.,GPS,0.016626,19.54,0.00 (0.00%),,,,,,,,,,,,,,,,,
502,Macerich Company,MAC,0.013974,32.77,0.00 (0.00%),,,,,,,,,,,,,,,,,
503,Nordstrom Inc.,JWN,0.013687,30.5,0.00 (0.00%),,,,,,,,,,,,,,,,,
504,Coty Inc. Class A,COTY,0.013254,11.1,0.00 (0.00%),,,,,,,,,,,,,,,,,
505,News Corporation Class B,NWS,0.006138,13.7,0.00 (0.00%),,,,,,,,,,,,,,,,,
